StimulusID,StimulusType,List,SurveyList,TrialOrder,TrialType,FileName,PictureWidth,PictureHeight,ExposureCondition,ItemID,ExperimentID,Stimulus
SOCALIGN.L11.SL1.T.ITEM07.T5.STAND.GOV.LEFT.PO,ITEM,11,1,5,TEST,i_07.jpg,446,357,STAND.GOV.LEFT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L11.SL1.T.ITEM23.T6.STAND.GOV.LEFT.PO,FILLER,11,1,6,TEST,f_23.jpg,264,351,STAND.GOV.LEFT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L11.SL1.T.ITEM22.T7.STAND.GOV.LEFT.PO,FILLER,11,1,7,TEST,f_22.jpg,368,257,STAND.GOV.LEFT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L11.SL1.T.ITEM17.T8.STAND.GOV.LEFT.PO,ITEM,11,1,8,TEST,i_17.jpg,321,308,STAND.GOV.LEFT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L11.SL1.T.ITEM07.T9.STAND.GOV.LEFT.PO,FILLER,11,1,9,TEST,f_07.jpg,429,321,STAND.GOV.LEFT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L11.SL1.T.ITEM15.T10.STAND.GOV.LEFT.PO,FILLER,11,1,10,TEST,f_15.jpg,419,361,STAND.GOV.LEFT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L11.SL1.T.ITEM04.T11.STAND.GOV.LEFT.PO,ITEM,11,1,11,TEST,i_04.jpg,330,348,STAND.GOV.LEFT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L12.SL1.E.ITEM00.T1.STAND.GOV.RIGHT.PO,ITEM,12,1,1,EXPOSURE,StandardAccent_govspend_PO_right,,,STAND.GOV.RIGHT.PO,,SOCALIGN.1,StandardAccent_govspend_PO_right
SOCALIGN.L12.SL1.T.ITEM05.T2.STAND.GOV.RIGHT.PO,ITEM,12,1,2,TEST,i_05.jpg,304,322,STAND.GOV.RIGHT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L12.SL1.T.ITEM06.T3.STAND.GOV.RIGHT.PO,FILLER,12,1,3,TEST,f_06.jpg,312,256,STAND.GOV.RIGHT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L12.SL1.T.ITEM08.T4.STAND.GOV.RIGHT.PO,FILLER,12,1,4,TEST,f_08.jpg,350,274,STAND.GOV.RIGHT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L12.SL1.T.ITEM07.T5.STAND.GOV.RIGHT.PO,ITEM,12,1,5,TEST,i_07.jpg,446,357,STAND.GOV.RIGHT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L12.SL1.T.ITEM23.T6.STAND.GOV.RIGHT.PO,FILLER,12,1,6,TEST,f_23.jpg,264,351,STAND.GOV.RIGHT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L12.SL1.T.ITEM22.T7.STAND.GOV.RIGHT.PO,FILLER,12,1,7,TEST,f_22.jpg,368,257,STAND.GOV.RIGHT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L12.SL1.T.ITEM17.T8.STAND.GOV.RIGHT.PO,ITEM,12,1,8,TEST,i_17.jpg,321,308,STAND.GOV.RIGHT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L12.SL1.T.ITEM07.T9.STAND.GOV.RIGHT.PO,FILLER,12,1,9,TEST,f_07.jpg,429,321,STAND.GOV.RIGHT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L12.SL1.T.ITEM15.T10.STAND.GOV.RIGHT.PO,FILLER,12,1,10,TEST,f_15.jpg,419,361,STAND.GOV.RIGHT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L12.SL1.T.ITEM04.T11.STAND.GOV.RIGHT.PO,ITEM,12,1,11,TEST,i_04.jpg,330,348,STAND.GOV.RIGHT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L13.SL2.E.ITEM00.T1.NATACC.GOV.LEFT.DO,ITEM,13,2,1,EXPOSURE,NativeAccented_govspend_DO_left,,,NATACC.GOV.LEFT.DO,,SOCALIGN.1,NativeAccented_govspend_DO_left
SOCALIGN.L13.SL2.T.ITEM05.T2.NATACC.GOV.LEFT.DO,ITEM,13,2,2,TEST,i_05.jpg,304,322,NATACC.GOV.LEFT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L13.SL2.T.ITEM06.T3.NATACC.GOV.LEFT.DO,FILLER,13,2,3,TEST,f_06.jpg,312,256,NATACC.GOV.LEFT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L13.SL2.T.ITEM08.T4.NATACC.GOV.LEFT.DO,FILLER,13,2,4,TEST,f_08.jpg,350,274,NATACC.GOV.LEFT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L13.SL2.T.ITEM07.T5.NATACC.GOV.LEFT.DO,ITEM,13,2,5,TEST,i_07.jpg,446,357,NATACC.GOV.LEFT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L13.SL2.T.ITEM23.T6.NATACC.GOV.LEFT.DO,FILLER,13,2,6,TEST,f_23.jpg,264,351,NATACC.GOV.LEFT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L13.SL2.T.ITEM22.T7.NATACC.GOV.LEFT.DO,FILLER,13,2,7,TEST,f_22.jpg,368,257,NATACC.GOV.LEFT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L13.SL2.T.ITEM17.T8.NATACC.GOV.LEFT.DO,ITEM,13,2,8,TEST,i_17.jpg,321,308,NATACC.GOV.LEFT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L13.SL2.T.ITEM07.T9.NATACC.GOV.LEFT.DO,FILLER,13,2,9,TEST,f_07.jpg,429,321,NATACC.GOV.LEFT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L13.SL2.T.ITEM15.T10.NATACC.GOV.LEFT.DO,FILLER,13,2,10,TEST,f_15.jpg,419,361,NATACC.GOV.LEFT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L13.SL2.T.ITEM04.T11.NATACC.GOV.LEFT.DO,ITEM,13,2,11,TEST,i_04.jpg,330,348,NATACC.GOV.LEFT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L14.SL2.E.ITEM00.T1.NATACC.GOV.RIGHT.DO,ITEM,14,2,1,EXPOSURE,NativeAccented_govspend_DO_right,,,NATACC.GOV.RIGHT.DO,,SOCALIGN.1,NativeAccented_govspend_DO_right
SOCALIGN.L14.SL2.T.ITEM05.T2.NATACC.GOV.RIGHT.DO,ITEM,14,2,2,TEST,i_05.jpg,304,322,NATACC.GOV.RIGHT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L14.SL2.T.ITEM06.T3.NATACC.GOV.RIGHT.DO,FILLER,14,2,3,TEST,f_06.jpg,312,256,NATACC.GOV.RIGHT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L14.SL2.T.ITEM08.T4.NATACC.GOV.RIGHT.DO,FILLER,14,2,4,TEST,f_08.jpg,350,274,NATACC.GOV.RIGHT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L14.SL2.T.ITEM07.T5.NATACC.GOV.RIGHT.DO,ITEM,14,2,5,TEST,i_07.jpg,446,357,NATACC.GOV.RIGHT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L14.SL2.T.ITEM23.T6.NATACC.GOV.RIGHT.DO,FILLER,14,2,6,TEST,f_23.jpg,264,351,NATACC.GOV.RIGHT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L14.SL2.T.ITEM22.T7.NATACC.GOV.RIGHT.DO,FILLER,14,2,7,TEST,f_22.jpg,368,257,NATACC.GOV.RIGHT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L14.SL2.T.ITEM17.T8.NATACC.GOV.RIGHT.DO,ITEM,14,2,8,TEST,i_17.jpg,321,308,NATACC.GOV.RIGHT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L14.SL2.T.ITEM07.T9.NATACC.GOV.RIGHT.DO,FILLER,14,2,9,TEST,f_07.jpg,429,321,NATACC.GOV.RIGHT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L14.SL2.T.ITEM15.T10.NATACC.GOV.RIGHT.DO,FILLER,14,2,10,TEST,f_15.jpg,419,361,NATACC.GOV.RIGHT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L14.SL2.T.ITEM04.T11.NATACC.GOV.RIGHT.DO,ITEM,14,2,11,TEST,i_04.jpg,330,348,NATACC.GOV.RIGHT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L15.SL2.E.ITEM00.T1.NATACC.GOV.LEFT.PO,ITEM,15,2,1,EXPOSURE,NativeAccented_govspend_PO_left,,,NATACC.GOV.LEFT.PO,,SOCALIGN.1,NativeAccented_govspend_PO_left
SOCALIGN.L15.SL2.T.ITEM05.T2.NATACC.GOV.LEFT.PO,ITEM,15,2,2,TEST,i_05.jpg,304,322,NATACC.GOV.LEFT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L15.SL2.T.ITEM06.T3.NATACC.GOV.LEFT.PO,FILLER,15,2,3,TEST,f_06.jpg,312,256,NATACC.GOV.LEFT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L15.SL2.T.ITEM08.T4.NATACC.GOV.LEFT.PO,FILLER,15,2,4,TEST,f_08.jpg,350,274,NATACC.GOV.LEFT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L15.SL2.T.ITEM07.T5.NATACC.GOV.LEFT.PO,ITEM,15,2,5,TEST,i_07.jpg,446,357,NATACC.GOV.LEFT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L15.SL2.T.ITEM23.T6.NATACC.GOV.LEFT.PO,FILLER,15,2,6,TEST,f_23.jpg,264,351,NATACC.GOV.LEFT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L15.SL2.T.ITEM22.T7.NATACC.GOV.LEFT.PO,FILLER,15,2,7,TEST,f_22.jpg,368,257,NATACC.GOV.LEFT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L15.SL2.T.ITEM17.T8.NATACC.GOV.LEFT.PO,ITEM,15,2,8,TEST,i_17.jpg,321,308,NATACC.GOV.LEFT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L15.SL2.T.ITEM07.T9.NATACC.GOV.LEFT.PO,FILLER,15,2,9,TEST,f_07.jpg,429,321,NATACC.GOV.LEFT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L15.SL2.T.ITEM15.T10.NATACC.GOV.LEFT.PO,FILLER,15,2,10,TEST,f_15.jpg,419,361,NATACC.GOV.LEFT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L15.SL2.T.ITEM04.T11.NATACC.GOV.LEFT.PO,ITEM,15,2,11,TEST,i_04.jpg,330,348,NATACC.GOV.LEFT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L16.SL2.E.ITEM00.T1.NATACC.GOV.RIGHT.PO,ITEM,16,2,1,EXPOSURE,NativeAccented_govspend_PO_right,,,NATACC.GOV.RIGHT.PO,,SOCALIGN.1,NativeAccented_govspend_PO_right
SOCALIGN.L16.SL2.T.ITEM05.T2.NATACC.GOV.RIGHT.PO,ITEM,16,2,2,TEST,i_05.jpg,304,322,NATACC.GOV.RIGHT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L16.SL2.T.ITEM06.T3.NATACC.GOV.RIGHT.PO,FILLER,16,2,3,TEST,f_06.jpg,312,256,NATACC.GOV.RIGHT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L16.SL2.T.ITEM08.T4.NATACC.GOV.RIGHT.PO,FILLER,16,2,4,TEST,f_08.jpg,350,274,NATACC.GOV.RIGHT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L16.SL2.T.ITEM07.T5.NATACC.GOV.RIGHT.PO,ITEM,16,2,5,TEST,i_07.jpg,446,357,NATACC.GOV.RIGHT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L16.SL2.T.ITEM23.T6.NATACC.GOV.RIGHT.PO,FILLER,16,2,6,TEST,f_23.jpg,264,351,NATACC.GOV.RIGHT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L16.SL2.T.ITEM22.T7.NATACC.GOV.RIGHT.PO,FILLER,16,2,7,TEST,f_22.jpg,368,257,NATACC.GOV.RIGHT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L16.SL2.T.ITEM17.T8.NATACC.GOV.RIGHT.PO,ITEM,16,2,8,TEST,i_17.jpg,321,308,NATACC.GOV.RIGHT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L16.SL2.T.ITEM07.T9.NATACC.GOV.RIGHT.PO,FILLER,16,2,9,TEST,f_07.jpg,429,321,NATACC.GOV.RIGHT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L16.SL2.T.ITEM15.T10.NATACC.GOV.RIGHT.PO,FILLER,16,2,10,TEST,f_15.jpg,419,361,NATACC.GOV.RIGHT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L16.SL2.T.ITEM04.T11.NATACC.GOV.RIGHT.PO,ITEM,16,2,11,TEST,i_04.jpg,330,348,NATACC.GOV.RIGHT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L17.SL2.E.ITEM00.T1.NONNAT.GOV.LEFT.DO,ITEM,17,2,1,EXPOSURE,nonNative_govspend_DO_left,,,NONNAT.GOV.LEFT.DO,,SOCALIGN.1,nonNative_govspend_DO_left
SOCALIGN.L17.SL2.T.ITEM05.T2.NONNAT.GOV.LEFT.DO,ITEM,17,2,2,TEST,i_05.jpg,304,322,NONNAT.GOV.LEFT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L17.SL2.T.ITEM06.T3.NONNAT.GOV.LEFT.DO,FILLER,17,2,3,TEST,f_06.jpg,312,256,NONNAT.GOV.LEFT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L17.SL2.T.ITEM08.T4.NONNAT.GOV.LEFT.DO,FILLER,17,2,4,TEST,f_08.jpg,350,274,NONNAT.GOV.LEFT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L17.SL2.T.ITEM07.T5.NONNAT.GOV.LEFT.DO,ITEM,17,2,5,TEST,i_07.jpg,446,357,NONNAT.GOV.LEFT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L17.SL2.T.ITEM23.T6.NONNAT.GOV.LEFT.DO,FILLER,17,2,6,TEST,f_23.jpg,264,351,NONNAT.GOV.LEFT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L17.SL2.T.ITEM22.T7.NONNAT.GOV.LEFT.DO,FILLER,17,2,7,TEST,f_22.jpg,368,257,NONNAT.GOV.LEFT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L17.SL2.T.ITEM17.T8.NONNAT.GOV.LEFT.DO,ITEM,17,2,8,TEST,i_17.jpg,321,308,NONNAT.GOV.LEFT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L17.SL2.T.ITEM07.T9.NONNAT.GOV.LEFT.DO,FILLER,17,2,9,TEST,f_07.jpg,429,321,NONNAT.GOV.LEFT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L17.SL2.T.ITEM15.T10.NONNAT.GOV.LEFT.DO,FILLER,17,2,10,TEST,f_15.jpg,419,361,NONNAT.GOV.LEFT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L17.SL2.T.ITEM04.T11.NONNAT.GOV.LEFT.DO,ITEM,17,2,11,TEST,i_04.jpg,330,348,NONNAT.GOV.LEFT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L18.SL2.E.ITEM00.T1.NONNAT.GOV.RIGHT.DO,ITEM,18,2,1,EXPOSURE,nonNative_govspend_DO_right,,,NONNAT.GOV.RIGHT.DO,,SOCALIGN.1,nonNative_govspend_DO_right
SOCALIGN.L18.SL2.T.ITEM05.T2.NONNAT.GOV.RIGHT.DO,ITEM,18,2,2,TEST,i_05.jpg,304,322,NONNAT.GOV.RIGHT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L18.SL2.T.ITEM06.T3.NONNAT.GOV.RIGHT.DO,FILLER,18,2,3,TEST,f_06.jpg,312,256,NONNAT.GOV.RIGHT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L18.SL2.T.ITEM08.T4.NONNAT.GOV.RIGHT.DO,FILLER,18,2,4,TEST,f_08.jpg,350,274,NONNAT.GOV.RIGHT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L18.SL2.T.ITEM07.T5.NONNAT.GOV.RIGHT.DO,ITEM,18,2,5,TEST,i_07.jpg,446,357,NONNAT.GOV.RIGHT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L18.SL2.T.ITEM23.T6.NONNAT.GOV.RIGHT.DO,FILLER,18,2,6,TEST,f_23.jpg,264,351,NONNAT.GOV.RIGHT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L18.SL2.T.ITEM22.T7.NONNAT.GOV.RIGHT.DO,FILLER,18,2,7,TEST,f_22.jpg,368,257,NONNAT.GOV.RIGHT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L18.SL2.T.ITEM17.T8.NONNAT.GOV.RIGHT.DO,ITEM,18,2,8,TEST,i_17.jpg,321,308,NONNAT.GOV.RIGHT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L18.SL2.T.ITEM07.T9.NONNAT.GOV.RIGHT.DO,FILLER,18,2,9,TEST,f_07.jpg,429,321,NONNAT.GOV.RIGHT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L18.SL2.T.ITEM15.T10.NONNAT.GOV.RIGHT.DO,FILLER,18,2,10,TEST,f_15.jpg,419,361,NONNAT.GOV.RIGHT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L18.SL2.T.ITEM04.T11.NONNAT.GOV.RIGHT.DO,ITEM,18,2,11,TEST,i_04.jpg,330,348,NONNAT.GOV.RIGHT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L19.SL2.E.ITEM00.T1.NONNAT.GOV.LEFT.PO,ITEM,19,2,1,EXPOSURE,nonNative_govspend_PO_left,,,NONNAT.GOV.LEFT.PO,,SOCALIGN.1,nonNative_govspend_PO_left
SOCALIGN.L19.SL2.T.ITEM05.T2.NONNAT.GOV.LEFT.PO,ITEM,19,2,2,TEST,i_05.jpg,304,322,NONNAT.GOV.LEFT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L19.SL2.T.ITEM06.T3.NONNAT.GOV.LEFT.PO,FILLER,19,2,3,TEST,f_06.jpg,312,256,NONNAT.GOV.LEFT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L19.SL2.T.ITEM08.T4.NONNAT.GOV.LEFT.PO,FILLER,19,2,4,TEST,f_08.jpg,350,274,NONNAT.GOV.LEFT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L19.SL2.T.ITEM07.T5.NONNAT.GOV.LEFT.PO,ITEM,19,2,5,TEST,i_07.jpg,446,357,NONNAT.GOV.LEFT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L19.SL2.T.ITEM23.T6.NONNAT.GOV.LEFT.PO,FILLER,19,2,6,TEST,f_23.jpg,264,351,NONNAT.GOV.LEFT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L19.SL2.T.ITEM22.T7.NONNAT.GOV.LEFT.PO,FILLER,19,2,7,TEST,f_22.jpg,368,257,NONNAT.GOV.LEFT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L19.SL2.T.ITEM17.T8.NONNAT.GOV.LEFT.PO,ITEM,19,2,8,TEST,i_17.jpg,321,308,NONNAT.GOV.LEFT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L19.SL2.T.ITEM07.T9.NONNAT.GOV.LEFT.PO,FILLER,19,2,9,TEST,f_07.jpg,429,321,NONNAT.GOV.LEFT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L19.SL2.T.ITEM15.T10.NONNAT.GOV.LEFT.PO,FILLER,19,2,10,TEST,f_15.jpg,419,361,NONNAT.GOV.LEFT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L19.SL2.T.ITEM04.T11.NONNAT.GOV.LEFT.PO,ITEM,19,2,11,TEST,i_04.jpg,330,348,NONNAT.GOV.LEFT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L20.SL2.E.ITEM00.T1.NONNAT.GOV.RIGHT.PO,ITEM,20,2,1,EXPOSURE,nonNative_govspend_PO_right,,,NONNAT.GOV.RIGHT.PO,,SOCALIGN.1,nonNative_govspend_PO_right
SOCALIGN.L20.SL2.T.ITEM05.T2.NONNAT.GOV.RIGHT.PO,ITEM,20,2,2,TEST,i_05.jpg,304,322,NONNAT.GOV.RIGHT.PO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L20.SL2.T.ITEM06.T3.NONNAT.GOV.RIGHT.PO,FILLER,20,2,3,TEST,f_06.jpg,312,256,NONNAT.GOV.RIGHT.PO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L20.SL2.T.ITEM08.T4.NONNAT.GOV.RIGHT.PO,FILLER,20,2,4,TEST,f_08.jpg,350,274,NONNAT.GOV.RIGHT.PO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L20.SL2.T.ITEM07.T5.NONNAT.GOV.RIGHT.PO,ITEM,20,2,5,TEST,i_07.jpg,446,357,NONNAT.GOV.RIGHT.PO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L20.SL2.T.ITEM23.T6.NONNAT.GOV.RIGHT.PO,FILLER,20,2,6,TEST,f_23.jpg,264,351,NONNAT.GOV.RIGHT.PO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L20.SL2.T.ITEM22.T7.NONNAT.GOV.RIGHT.PO,FILLER,20,2,7,TEST,f_22.jpg,368,257,NONNAT.GOV.RIGHT.PO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L20.SL2.T.ITEM17.T8.NONNAT.GOV.RIGHT.PO,ITEM,20,2,8,TEST,i_17.jpg,321,308,NONNAT.GOV.RIGHT.PO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L20.SL2.T.ITEM07.T9.NONNAT.GOV.RIGHT.PO,FILLER,20,2,9,TEST,f_07.jpg,429,321,NONNAT.GOV.RIGHT.PO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L20.SL2.T.ITEM15.T10.NONNAT.GOV.RIGHT.PO,FILLER,20,2,10,TEST,f_15.jpg,419,361,NONNAT.GOV.RIGHT.PO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L20.SL2.T.ITEM04.T11.NONNAT.GOV.RIGHT.PO,ITEM,20,2,11,TEST,i_04.jpg,330,348,NONNAT.GOV.RIGHT.PO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L21.SL2.E.ITEM00.T1.STAND.GOV.LEFT.DO,ITEM,21,2,1,EXPOSURE,StandardAccent_govspend_DO_left,,,STAND.GOV.LEFT.DO,,SOCALIGN.1,StandardAccent_govspend_DO_left
SOCALIGN.L21.SL2.T.ITEM05.T2.STAND.GOV.LEFT.DO,ITEM,21,2,2,TEST,i_05.jpg,304,322,STAND.GOV.LEFT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L21.SL2.T.ITEM06.T3.STAND.GOV.LEFT.DO,FILLER,21,2,3,TEST,f_06.jpg,312,256,STAND.GOV.LEFT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L21.SL2.T.ITEM08.T4.STAND.GOV.LEFT.DO,FILLER,21,2,4,TEST,f_08.jpg,350,274,STAND.GOV.LEFT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L21.SL2.T.ITEM07.T5.STAND.GOV.LEFT.DO,ITEM,21,2,5,TEST,i_07.jpg,446,357,STAND.GOV.LEFT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
SOCALIGN.L21.SL2.T.ITEM23.T6.STAND.GOV.LEFT.DO,FILLER,21,2,6,TEST,f_23.jpg,264,351,STAND.GOV.LEFT.DO,PIC.FILLER.23,SOCALIGN.1,f_23
SOCALIGN.L21.SL2.T.ITEM22.T7.STAND.GOV.LEFT.DO,FILLER,21,2,7,TEST,f_22.jpg,368,257,STAND.GOV.LEFT.DO,PIC.FILLER.22,SOCALIGN.1,f_22
SOCALIGN.L21.SL2.T.ITEM17.T8.STAND.GOV.LEFT.DO,ITEM,21,2,8,TEST,i_17.jpg,321,308,STAND.GOV.LEFT.DO,PIC.ITEM.17,SOCALIGN.1,i_17
SOCALIGN.L21.SL2.T.ITEM07.T9.STAND.GOV.LEFT.DO,FILLER,21,2,9,TEST,f_07.jpg,429,321,STAND.GOV.LEFT.DO,PIC.FILLER.07,SOCALIGN.1,f_07
SOCALIGN.L21.SL2.T.ITEM15.T10.STAND.GOV.LEFT.DO,FILLER,21,2,10,TEST,f_15.jpg,419,361,STAND.GOV.LEFT.DO,PIC.FILLER.15,SOCALIGN.1,f_15
SOCALIGN.L21.SL2.T.ITEM04.T11.STAND.GOV.LEFT.DO,ITEM,21,2,11,TEST,i_04.jpg,330,348,STAND.GOV.LEFT.DO,PIC.ITEM.04,SOCALIGN.1,i_04
SOCALIGN.L22.SL2.E.ITEM00.T1.STAND.GOV.RIGHT.DO,ITEM,22,2,1,EXPOSURE,StandardAccent_govspend_DO_right,,,STAND.GOV.RIGHT.DO,,SOCALIGN.1,StandardAccent_govspend_DO_right
SOCALIGN.L22.SL2.T.ITEM05.T2.STAND.GOV.RIGHT.DO,ITEM,22,2,2,TEST,i_05.jpg,304,322,STAND.GOV.RIGHT.DO,PIC.ITEM.05,SOCALIGN.1,i_05
SOCALIGN.L22.SL2.T.ITEM06.T3.STAND.GOV.RIGHT.DO,FILLER,22,2,3,TEST,f_06.jpg,312,256,STAND.GOV.RIGHT.DO,PIC.FILLER.06,SOCALIGN.1,f_06
SOCALIGN.L22.SL2.T.ITEM08.T4.STAND.GOV.RIGHT.DO,FILLER,22,2,4,TEST,f_08.jpg,350,274,STAND.GOV.RIGHT.DO,PIC.FILLER.08,SOCALIGN.1,f_08
SOCALIGN.L22.SL2.T.ITEM07.T5.STAND.GOV.RIGHT.DO,ITEM,22,2,5,TEST,i_07.jpg,446,357,STAND.GOV.RIGHT.DO,PIC.ITEM.07,SOCALIGN.1,i_07
